age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
28,9,2,5,0,0,0,0,3,4,76,2,1,0
44,9,2,5,0,2,2,0,3,2,123,1,1,0
52,9,1,5,1,2,0,1,6,3,160,3,1,0
46,0,1,6,0,2,0,0,7,0,81,1,1,0
44,0,0,6,1,2,0,1,6,0,55,1,1,0
39,0,2,3,0,2,0,0,8,0,132,1,1,0
35,1,1,2,1,2,0,1,3,2,36,1,1,0
36,0,2,6,0,2,0,0,1,2,300,1,1,0
30,0,1,3,0,2,0,0,4,0,215,1,2,1
39,4,1,6,0,0,2,0,0,0,177,3,1,0
36,0,0,6,0,0,0,1,6,2,241,2,1,0
55,5,0,5,0,0,0,1,6,3,85,1,1,0
35,1,0,2,0,2,0,1,6,0,461,1,1,0
43,9,2,2,0,2,0,1,4,0,461,2,1,0
41,0,0,3,0,0,0,0,0,0,471,1,1,0
33,1,1,0,0,0,0,0,3,2,143,1,1,0
32,4,2,6,0,1,1,1,6,2,315,1,1,0
48,1,1,1,0,0,0,1,6,1,332,5,1,0
32,0,1,6,0,2,0,0,1,4,322,1,1,0
37,0,0,6,1,2,0,0,6,4,302,4,1,0
40,4,1,6,0,2,0,1,6,4,295,2,1,0
31,0,1,3,0,2,0,0,1,4,91,1,1,0
38,0,1,1,0,2,0,0,3,2,294,3,1,0
48,1,1,2,1,0,0,0,3,1,212,4,1,0
48,0,2,6,0,2,0,0,6,4,121,4,0,0
29,0,1,6,0,1,1,0,4,4,113,1,0,0
53,0,1,6,0,0,0,0,1,4,177,1,1,0
30,1,2,2,0,0,0,0,1,4,219,1,1,0
47,3,1,0,1,0,0,0,3,4,189,3,1,0
47,9,2,5,1,0,0,1,6,4,36,1,1,0
55,5,1,5,0,2,0,0,3,2,115,3,1,0
30,9,1,5,0,2,0,0,6,2,341,1,1,0
37,9,1,6,1,2,2,0,1,1,108,4,1,0
45,0,2,5,0,2,0,1,6,4,550,1,1,1
28,4,1,6,0,0,0,0,7,4,69,3,1,1
42,0,0,6,0,0,0,1,6,4,180,4,1,0
27,2,2,6,0,0,0,0,4,2,133,2,0,0
32,9,2,6,0,2,0,0,1,4,168,1,1,0
27,0,2,5,0,0,2,0,3,3,518,2,1,0
31,0,1,3,0,0,0,0,8,2,142,1,1,1
35,9,2,5,0,0,0,0,1,1,203,5,1,0
35,7,1,3,0,2,0,0,3,3,110,3,1,0
31,0,1,6,0,2,0,1,1,0,43,1,1,0
43,0,1,7,0,2,0,1,3,2,121,1,1,0
33,0,2,6,0,0,0,0,1,0,82,1,1,0
28,10,1,5,0,2,0,0,1,0,190,3,0,1
30,9,2,6,1,2,0,0,1,1,86,1,1,0
28,6,2,6,0,0,0,0,6,0,386,1,1,0
51,5,0,0,0,2,2,0,7,1,94,1,1,0
45,0,1,6,1,0,0,1,6,3,209,1,1,0
43,4,1,3,0,0,0,0,7,2,226,1,1,1
31,7,1,3,0,0,0,0,7,4,190,1,0,0
44,9,1,0,0,0,0,1,4,1,36,1,1,0
35,0,2,3,0,2,0,0,6,4,82,5,0,0
43,1,1,1,0,2,0,1,4,4,550,1,1,1
45,1,2,0,0,2,0,0,6,4,550,1,1,0
26,7,2,3,0,0,0,1,4,4,156,1,1,0
36,1,1,1,0,2,0,0,6,4,217,1,0,0
55,6,1,6,0,2,0,0,6,1,550,3,1,1
42,0,1,3,0,0,0,0,6,4,406,5,1,0
35,0,1,5,0,2,0,0,3,4,322,3,1,0
35,6,1,2,0,0,2,1,4,3,227,1,1,0
48,7,2,3,0,0,0,0,0,0,105,3,1,0
30,9,2,3,0,2,0,0,6,4,36,5,1,0
32,1,1,2,0,2,0,1,4,1,39,1,1,0
45,9,2,6,0,2,0,0,7,0,201,1,0,0
31,0,2,6,0,2,0,1,3,0,400,1,1,0
44,0,1,6,0,2,0,1,4,2,351,1,1,0
33,7,1,3,0,0,0,0,6,3,69,1,1,0
26,7,2,5,0,2,0,0,3,4,185,1,1,0
38,3,1,1,1,2,0,1,6,0,153,4,1,0
32,0,1,6,0,2,0,1,7,0,41,1,1,0
30,0,0,6,0,2,2,0,1,0,201,1,1,0
26,1,2,2,0,0,0,1,6,0,204,4,1,0
33,4,1,3,1,2,0,1,1,1,71,3,1,0
55,5,1,3,0,2,0,0,1,4,550,5,1,1
51,1,1,0,1,2,2,0,1,2,174,2,1,0
53,1,1,2,1,0,2,1,4,0,164,1,1,0
34,1,1,0,0,2,0,0,7,1,54,1,1,0
42,1,1,2,1,0,0,1,4,4,141,5,1,0
30,4,2,6,0,2,2,0,6,3,228,1,0,0
32,0,1,6,0,2,2,1,4,3,299,1,1,0
30,0,2,3,0,2,0,1,6,0,100,3,1,0
55,5,1,1,1,0,0,0,3,2,126,1,1,0
28,8,2,0,0,0,0,1,6,2,484,5,1,0
33,0,2,6,0,2,0,0,1,4,173,1,2,1
55,7,1,3,1,0,0,0,1,4,153,1,1,0
55,2,0,6,0,0,0,1,4,2,40,2,1,0
33,9,2,3,0,2,0,0,1,1,550,1,1,0
37,4,1,6,0,0,2,0,3,0,69,5,1,0
43,7,1,3,0,0,2,1,6,3,262,1,1,0
33,0,2,6,0,1,1,0,1,4,123,1,1,0
52,10,2,0,0,2,0,0,6,0,169,1,1,0
27,0,1,6,0,2,0,0,4,1,550,2,1,0
28,9,2,5,0,2,0,0,3,3,550,3,1,0
32,7,1,3,0,2,0,0,6,0,76,1,1,0
44,1,1,1,0,2,2,0,0,1,36,5,1,0
33,0,2,3,0,2,0,1,6,0,66,3,1,0
33,0,2,6,0,2,0,0,4,3,257,3,1,1
37,7,2,5,0,2,0,0,6,0,241,2,1,0
52,1,1,0,0,2,0,1,4,1,162,1,1,0
55,1,1,0,0,0,0,0,6,2,190,2,0,0
38,1,2,6,1,0,0,1,4,0,36,5,1,0
55,1,0,0,1,0,2,1,4,3,115,3,1,0
32,0,1,6,0,2,2,0,1,1,217,1,1,0
46,6,1,2,1,2,0,0,7,1,431,1,1,0
32,1,1,2,0,2,0,0,6,4,211,1,2,0
29,0,2,6,0,2,0,0,1,2,36,5,1,0
42,1,1,1,0,2,0,0,6,2,56,1,1,0
36,4,0,3,0,0,2,0,7,4,550,2,1,1
55,4,1,7,0,0,0,1,6,3,70,1,1,0
26,10,2,3,0,2,0,0,3,3,445,1,1,0
39,9,1,1,0,0,2,1,6,1,155,3,1,0
37,0,1,3,0,2,0,1,6,2,133,1,1,0
55,4,1,0,1,0,0,0,0,2,550,2,1,0
44,1,2,0,0,2,0,1,6,2,113,1,1,0
45,9,0,5,0,0,0,0,7,2,77,2,1,0
29,1,1,2,0,2,0,0,6,0,164,1,1,0
33,0,2,6,0,0,0,0,4,4,206,1,2,1
41,0,2,6,1,2,0,1,6,2,137,1,1,0
26,7,2,7,0,2,0,0,4,3,383,2,0,0
37,0,0,6,0,1,1,1,6,4,128,2,1,0
45,4,1,6,1,2,0,0,0,2,452,2,1,0
55,1,1,0,0,0,2,0,3,2,265,3,1,0
26,8,2,6,0,2,0,0,3,0,550,5,1,0
44,9,0,6,1,0,0,0,1,3,117,1,1,0
37,9,1,6,0,2,2,0,1,2,180,5,1,0
39,3,1,0,0,2,2,0,1,0,123,2,1,0
26,0,1,3,0,2,0,0,3,1,296,1,1,0
28,0,2,6,0,2,0,0,6,1,442,1,0,1
26,10,2,3,0,0,0,1,3,3,173,1,1,0
39,6,1,2,0,0,0,0,3,2,550,1,1,0
36,0,2,3,0,0,0,0,6,2,42,2,0,0
55,5,1,0,0,2,2,0,1,0,135,1,1,0
55,5,2,6,0,0,0,0,7,2,88,2,2,1
55,7,1,2,0,2,0,0,2,4,314,1,2,1
32,0,2,6,0,2,2,0,7,0,74,1,1,0
39,9,1,5,0,2,0,0,6,0,346,1,0,0
36,9,2,5,0,2,2,0,1,3,127,3,1,0
34,1,1,1,1,0,0,0,3,4,550,3,1,1
49,1,1,2,1,2,0,0,3,2,180,5,1,0
26,0,2,6,0,2,0,0,1,0,255,1,1,1
36,9,1,5,0,0,0,0,1,3,205,5,1,0
45,1,2,2,0,0,0,1,4,1,185,1,1,0
34,0,2,3,0,0,0,0,7,1,303,1,0,0
55,4,0,6,0,0,0,0,7,2,131,2,0,0
26,1,2,1,0,0,0,0,8,4,550,1,1,1
37,0,1,6,0,0,0,1,7,4,274,1,1,0
50,6,1,6,0,0,0,1,7,3,103,1,1,0
27,0,2,6,0,0,0,0,5,3,191,2,1,1
32,3,1,1,0,0,0,1,3,0,68,1,1,0
42,9,1,2,0,0,0,1,4,0,100,2,1,0
27,9,2,5,0,2,0,0,6,4,38,3,1,0
55,5,0,0,0,2,0,0,8,2,192,2,2,0
34,0,1,3,0,2,0,0,3,1,295,3,1,0
54,9,1,2,0,0,0,0,7,3,284,2,0,1
53,0,1,7,0,2,0,0,8,4,73,2,1,0
41,9,1,5,1,2,0,1,4,1,442,5,1,0
41,4,2,6,0,0,0,0,3,3,200,1,1,0
26,0,1,6,0,0,0,1,6,0,56,1,1,0
29,9,2,5,0,2,2,0,1,3,110,1,1,0
27,7,2,3,0,0,0,0,3,1,505,2,1,0
37,0,1,6,1,2,0,0,1,2,244,1,1,0
39,4,1,6,0,2,0,1,4,0,36,1,1,0
43,0,1,3,0,2,0,0,6,4,200,1,1,0
40,1,1,0,0,2,2,1,4,1,322,3,1,0
29,0,2,2,1,0,0,1,6,2,93,1,1,0
29,0,2,6,0,2,2,0,6,3,76,1,0,0
32,0,2,6,0,2,0,0,1,2,36,5,1,0
53,0,1,3,1,0,0,0,3,2,61,1,1,0
30,9,2,5,0,2,0,0,6,1,212,1,1,0
35,9,0,3,1,2,0,1,1,0,117,1,1,0
31,9,2,6,0,2,0,0,6,1,94,1,1,0
36,0,1,6,0,0,0,0,6,1,112,1,1,0
27,11,2,3,1,2,2,0,6,1,550,1,1,0
32,0,1,6,0,2,0,0,6,3,136,2,1,0
27,1,2,1,0,0,0,1,6,1,550,1,1,0
29,0,1,6,0,0,0,0,1,0,550,3,1,1
42,2,1,6,1,2,2,0,1,2,148,2,1,0
35,9,1,5,0,2,0,0,6,1,90,1,0,0
47,1,1,0,1,0,0,0,6,2,36,3,1,0
26,8,2,3,1,0,0,0,3,3,550,1,1,0
55,5,1,6,0,2,0,0,0,0,330,3,1,1
30,9,1,5,0,2,0,1,3,2,501,2,1,0
47,1,2,7,1,2,0,0,3,3,213,5,1,0
55,1,1,1,1,2,0,0,6,3,168,4,1,0
30,9,2,5,0,0,2,0,1,4,443,3,1,0
33,1,1,2,0,2,0,0,0,2,550,1,0,0
55,0,0,6,0,0,0,0,7,0,149,4,1,0
48,2,1,1,0,0,0,0,6,4,550,3,1,0
42,9,1,5,1,0,0,0,3,1,75,3,1,0
36,1,1,2,0,2,0,0,0,0,218,4,1,0
35,9,2,5,0,2,0,0,1,1,184,1,1,0
36,1,2,7,0,2,0,1,6,4,276,4,1,0
33,7,0,3,0,0,2,0,7,2,98,1,1,0
31,7,1,3,0,2,0,0,3,1,354,1,1,0
55,0,0,6,0,2,0,1,6,2,230,4,1,0
41,1,1,0,0,2,0,0,6,3,550,1,1,0
55,1,1,2,0,0,0,1,6,0,153,3,1,0
37,0,1,6,0,2,2,0,0,1,245,1,1,0
36,1,1,0,1,0,0,1,6,3,43,1,1,0
49,10,0,5,0,0,0,1,4,1,464,2,1,0
35,8,1,2,0,2,0,0,7,2,371,1,1,0
35,7,1,3,1,2,0,1,6,3,146,5,1,0
43,0,2,6,0,0,2,0,1,2,306,3,1,0
32,0,1,6,0,0,0,0,6,0,402,1,0,0
31,1,2,2,0,2,0,0,6,1,106,1,1,0
34,1,1,7,0,2,0,0,6,3,163,1,0,0
36,9,1,5,0,2,0,0,6,2,449,1,1,0
33,0,2,3,1,0,2,1,4,3,162,5,1,0
51,0,1,6,1,2,0,0,1,3,507,2,1,0
36,0,2,3,0,2,0,1,2,1,358,5,1,0
53,7,0,6,0,0,2,1,6,0,252,1,1,0
36,1,1,7,0,0,0,0,6,2,156,2,1,0
32,9,2,6,0,2,0,0,1,1,90,1,1,0
51,1,1,2,0,0,2,1,6,0,550,1,1,1
36,3,0,2,1,2,0,0,7,4,107,1,1,0
33,4,2,6,0,2,0,0,3,0,72,1,1,0
35,0,2,0,1,2,0,1,4,1,143,1,1,0
43,9,1,5,0,2,0,0,7,1,190,1,0,0
38,2,1,6,0,2,0,0,7,2,106,3,0,0
51,3,1,0,0,2,0,1,3,2,179,4,1,0
54,1,1,0,1,0,0,0,6,1,108,1,1,0
41,2,1,3,1,0,0,1,6,2,56,5,1,0
26,9,1,5,0,2,0,0,4,3,550,4,0,1
38,1,1,1,1,0,0,1,4,2,71,5,1,0
37,9,2,3,0,2,2,1,4,0,190,1,1,0
36,9,1,3,0,2,0,1,6,1,290,5,1,0
40,0,2,3,1,2,0,1,4,1,142,3,1,0
29,9,1,6,1,2,0,0,1,1,140,1,1,0
30,0,2,6,0,2,0,0,3,3,124,2,1,0
33,4,1,3,0,0,0,1,3,2,524,3,1,0
35,0,1,6,0,2,0,1,9,4,234,1,1,1
55,5,0,5,0,0,0,0,6,4,69,1,1,0
55,5,1,2,1,0,0,1,6,1,114,1,0,0
40,7,1,3,0,2,0,0,0,2,124,1,0,0
55,0,1,3,1,0,0,0,3,3,201,1,1,0
55,5,1,6,0,2,2,0,1,0,146,1,0,0
38,1,1,2,0,2,0,0,6,3,119,1,1,0
30,9,1,6,1,2,0,1,6,4,72,3,1,0
49,1,1,2,1,0,0,0,1,3,281,1,1,0
50,0,1,3,0,0,0,1,4,0,513,3,1,0
29,0,1,3,0,2,0,0,6,0,550,4,1,1
48,0,2,3,0,0,2,0,3,0,36,5,1,0
26,9,2,2,0,2,0,0,9,2,305,1,0,1
55,9,1,5,1,0,0,1,4,0,36,2,1,0
55,0,0,6,0,2,0,0,7,1,288,2,1,0
54,1,1,0,0,0,0,0,3,1,168,5,1,0
48,6,1,6,1,0,0,1,6,3,138,5,1,0
33,1,1,2,0,2,2,0,6,1,239,2,1,0
37,0,1,3,0,1,1,0,3,2,294,1,0,1
52,1,1,2,0,0,0,0,1,3,329,3,1,0
54,1,2,7,0,2,0,0,3,1,122,2,1,0
55,10,2,0,0,2,0,0,0,2,416,1,1,1
35,4,1,6,0,2,0,0,7,0,152,1,1,0
46,0,2,3,0,0,0,0,3,4,251,3,1,0
45,9,1,3,0,0,0,0,3,3,58,1,1,0
40,0,1,6,0,0,0,0,1,4,154,2,1,0
32,1,1,2,0,2,2,0,6,0,73,3,1,0
55,3,0,6,0,2,0,0,3,3,226,1,1,0
28,0,1,3,0,0,0,0,6,0,36,3,0,0
32,1,1,1,0,2,0,1,4,0,36,5,1,0
44,0,1,6,1,2,0,1,4,2,36,2,1,0
38,4,0,6,0,0,2,0,0,0,131,2,1,0
32,0,2,6,0,2,0,0,3,2,117,1,1,0
29,0,2,6,0,0,0,0,1,1,62,4,1,0
30,0,2,6,0,2,0,0,7,3,187,2,1,0
26,7,0,3,0,0,0,1,6,2,219,4,1,0
26,1,1,2,1,2,0,0,3,3,250,2,1,0
40,7,1,0,1,2,0,0,6,0,237,1,1,0
55,1,1,0,1,0,2,0,1,4,203,1,1,0
47,7,1,3,0,2,0,0,1,1,140,2,1,0
37,1,1,2,0,0,0,0,6,1,214,5,0,0
45,1,1,2,0,0,0,1,6,1,159,3,1,0
46,0,1,3,0,0,0,0,3,1,76,5,1,0
32,7,1,5,0,2,0,0,6,3,146,3,0,0
52,1,0,0,0,0,0,0,0,2,474,2,1,0
39,0,1,6,0,2,0,1,4,2,36,3,1,0
55,5,1,6,0,2,0,0,1,4,160,3,1,0
37,1,1,0,0,2,0,1,6,1,59,4,1,0
55,5,1,6,0,2,0,0,0,2,79,1,0,0
37,6,1,6,0,0,0,0,4,1,181,2,1,0
45,1,0,0,1,2,0,0,3,0,328,1,1,0
27,9,2,5,0,0,0,1,6,0,230,2,1,0
55,5,0,6,0,2,0,0,0,4,48,1,1,0
36,3,1,3,0,2,0,1,4,1,171,1,1,0
31,4,2,6,0,2,0,0,3,2,166,3,1,0
50,3,1,7,0,0,0,0,1,3,287,3,1,0
33,1,2,2,1,0,0,0,6,2,550,1,0,1
47,1,1,0,1,0,0,0,1,3,110,2,1,0
47,1,1,0,1,1,1,1,6,3,66,2,1,0
45,7,1,3,1,0,0,0,3,1,174,1,1,0
40,0,2,3,0,2,0,1,7,2,119,2,1,0
27,6,2,6,0,0,0,0,6,2,223,1,1,0
36,9,1,1,0,0,0,0,0,1,316,2,0,0
41,0,0,3,0,2,2,0,1,2,98,3,1,0
52,0,1,3,0,0,0,0,7,0,165,1,0,0
35,7,2,3,0,2,0,1,5,3,187,3,1,1
37,4,1,6,0,1,1,1,6,0,107,1,1,0
52,0,0,3,0,2,2,0,6,1,110,1,0,0
28,8,2,2,1,2,0,1,6,2,213,2,1,0
30,4,1,6,0,0,0,0,1,0,122,1,1,0
31,1,1,0,0,0,0,0,6,4,128,1,0,0
46,6,1,6,0,2,0,0,1,4,165,3,1,0
55,5,1,3,0,2,0,0,8,3,88,1,0,0
30,1,2,3,0,0,0,0,7,1,250,1,1,1
45,2,0,6,0,0,2,0,3,2,216,1,1,0
32,1,2,1,0,0,0,0,0,1,87,4,1,0
31,7,0,3,0,2,0,0,7,1,266,2,1,0
39,0,1,5,0,2,2,0,4,3,145,1,1,0
55,5,1,0,0,0,0,0,8,3,207,1,1,1
27,7,2,2,0,2,2,0,3,3,88,5,1,0
45,11,1,7,0,2,0,1,6,2,251,1,1,0
55,5,2,5,0,2,0,0,0,4,550,3,1,1
32,0,2,6,0,0,0,1,6,1,470,4,1,0
35,0,1,6,1,0,0,0,3,3,105,2,1,0
50,0,1,2,0,1,1,0,6,2,446,5,0,0
46,1,2,2,1,0,0,0,3,2,121,1,1,0
31,0,2,2,0,2,0,0,3,1,114,2,1,0
42,1,1,1,0,0,0,1,6,4,123,1,1,0
29,1,1,1,0,1,1,1,6,0,36,5,1,0
45,9,2,5,0,0,0,0,0,2,370,3,0,0
34,1,1,7,0,2,0,1,3,2,36,5,1,0
30,0,2,6,0,0,0,0,7,2,319,5,1,0
42,0,1,7,0,0,0,0,0,0,550,1,0,1
27,0,2,2,0,2,2,1,6,4,264,1,1,0
55,4,1,6,1,0,0,1,6,3,190,3,1,0
28,1,2,2,0,2,0,0,6,4,149,1,1,0
26,10,2,3,0,2,0,1,4,2,36,1,1,0
31,0,1,6,0,2,0,0,7,4,162,1,1,0
39,0,1,3,0,2,0,0,0,4,110,1,1,0
33,0,2,6,0,0,0,1,7,2,109,1,1,0
49,10,1,5,0,2,0,1,7,2,226,1,1,1
26,8,1,6,0,0,0,1,6,3,139,3,1,0
37,0,0,3,0,0,0,0,0,0,156,1,0,0
46,1,1,2,0,0,0,0,1,4,239,1,1,0
35,7,2,3,0,0,0,0,3,3,191,1,1,0
55,4,1,7,1,2,0,1,6,0,106,1,1,0
37,9,1,6,0,2,0,0,6,3,370,3,1,0
32,0,1,5,0,2,0,0,8,3,169,1,1,0
38,1,2,0,0,0,0,1,6,4,36,5,1,0
26,9,1,5,0,2,0,0,6,0,36,5,1,0
32,0,2,6,0,0,0,0,3,3,550,1,1,0
37,1,0,2,0,2,2,0,0,1,156,1,1,0
30,9,2,5,0,2,0,0,3,1,136,5,1,0
38,0,1,6,0,0,0,0,1,2,326,1,1,0
39,9,1,5,0,0,2,1,6,0,110,2,1,0
37,0,1,6,0,2,2,0,7,0,215,1,1,0
26,1,2,2,0,0,0,0,3,4,550,1,1,1
32,1,2,3,0,2,0,0,7,4,108,1,1,0
34,4,1,7,0,2,0,1,6,0,181,5,1,0
31,0,1,6,0,0,0,1,6,0,370,3,1,0
34,1,1,0,0,2,0,0,4,1,75,2,1,0
55,5,0,3,0,0,0,0,9,2,238,1,0,0
28,7,1,3,0,2,0,1,6,3,485,1,1,0
30,0,2,6,0,0,2,0,3,3,127,2,1,0
55,5,1,6,0,0,2,0,1,1,315,1,1,0
55,7,1,2,1,0,0,1,6,4,44,5,1,0
28,4,1,6,0,2,2,0,3,4,329,4,1,0
26,8,2,3,0,0,0,0,4,3,253,1,1,0
46,0,0,1,0,2,0,0,6,1,36,5,1,0
34,1,1,6,0,2,2,0,6,0,183,1,1,0
49,1,1,0,0,0,0,1,6,0,122,1,1,0
34,0,2,6,0,2,0,1,4,1,100,1,1,0
26,7,2,3,0,0,0,0,3,4,550,1,1,0
37,1,1,2,1,0,0,0,3,0,106,2,1,0
55,7,1,3,0,2,0,0,7,4,154,5,1,0
36,1,1,2,0,2,0,0,3,2,181,2,1,0
55,9,0,7,1,2,0,0,3,1,341,5,1,0
49,0,1,3,0,0,0,0,1,2,96,2,1,0
26,7,1,3,0,0,0,0,6,2,166,3,1,0
46,0,2,6,0,0,0,1,4,2,57,5,1,0
34,9,1,3,0,2,0,0,1,2,112,5,1,0
29,1,1,2,1,2,0,1,6,4,166,5,1,0
35,7,0,5,1,0,0,1,6,3,550,1,1,0
42,9,0,5,0,2,2,0,0,2,144,1,1,0
44,0,1,3,0,2,0,0,6,0,263,1,1,0
31,0,1,6,0,2,0,0,8,3,107,1,1,0
26,0,2,6,0,2,0,0,0,2,229,2,1,1
51,6,1,6,0,2,2,0,7,2,310,3,1,0
47,2,1,3,0,0,2,0,0,4,550,2,1,0
32,0,2,6,0,1,1,0,3,1,209,2,1,0
43,1,1,3,1,1,1,1,6,4,550,3,1,0
31,1,1,1,1,2,0,0,6,0,191,1,1,0
43,9,2,5,0,0,0,1,6,0,150,1,1,0
29,0,2,6,0,0,2,1,6,3,166,5,1,0
33,7,1,3,0,0,0,1,6,0,73,4,1,0
44,1,1,0,0,0,2,0,1,1,550,2,1,0
36,1,2,3,0,0,0,0,3,2,288,1,1,0
49,1,1,1,0,2,0,0,1,3,195,4,1,0
33,0,2,6,0,2,2,0,7,3,86,1,1,0
28,8,2,7,0,0,0,0,4,4,208,4,1,0
35,7,2,3,0,0,0,0,6,3,71,2,1,0
29,0,2,3,0,0,0,1,8,2,330,2,2,1
55,1,1,7,0,2,0,0,6,4,171,2,2,1
34,0,2,6,0,2,2,0,5,3,301,1,2,1
36,7,2,1,1,2,2,1,6,4,501,2,1,0
40,9,1,5,1,0,2,1,3,2,550,3,1,0
39,1,1,1,1,0,2,0,7,4,188,5,1,0
29,0,2,6,0,2,0,0,1,4,120,3,1,0
43,1,1,2,1,2,0,1,6,1,36,5,1,0
55,5,1,6,0,0,0,0,0,4,124,2,1,1
26,9,2,5,0,0,0,0,4,1,175,1,0,0
39,1,1,0,0,0,0,0,0,3,91,1,0,0
52,0,1,6,1,2,0,1,4,4,272,3,1,0
42,1,1,1,0,2,0,0,6,4,172,1,1,0
43,1,1,2,0,0,0,0,7,3,465,1,1,0
55,9,1,0,0,2,0,0,8,3,550,2,2,1
36,4,1,6,0,2,0,0,7,4,161,2,1,0
55,9,1,7,0,0,0,0,7,3,82,1,1,0
45,2,1,6,1,0,0,1,4,0,49,4,1,0
33,10,0,5,0,2,0,1,1,1,331,1,1,0
33,0,1,3,0,2,0,1,4,3,361,1,1,0
41,0,2,1,0,0,0,1,4,4,168,1,1,0
36,1,2,2,1,1,1,1,4,0,36,3,1,0
34,11,1,0,0,0,0,1,0,1,151,3,1,0
55,2,1,6,0,0,0,0,0,2,196,1,2,0
33,9,2,5,0,0,0,0,1,2,103,1,1,0
27,0,2,3,1,0,0,0,3,1,510,5,1,0
44,1,1,1,1,2,0,1,4,1,41,5,1,0
54,0,1,6,0,0,0,0,4,4,77,2,1,0
27,0,2,6,0,0,0,1,3,1,86,5,1,0
31,7,2,3,0,2,0,0,7,2,475,1,1,0
31,1,2,3,0,2,0,0,6,4,116,2,0,0
36,7,2,1,1,2,0,1,6,0,550,5,1,0
50,4,1,0,1,0,0,1,4,3,550,3,1,0
53,9,1,5,1,0,0,1,4,0,421,5,1,0
41,0,0,3,0,0,0,1,4,1,550,5,1,1
48,0,1,3,0,2,2,1,4,2,89,1,1,0
43,1,1,0,1,0,0,1,6,0,42,5,1,0
37,2,1,2,0,0,0,0,6,1,238,2,0,0
30,7,2,3,0,0,0,1,4,1,132,5,1,0
53,0,0,6,0,0,0,1,4,0,80,5,1,0
34,0,0,6,0,2,0,0,6,3,36,4,1,0
54,3,1,2,0,0,0,0,7,4,362,3,1,0
29,0,2,3,0,2,0,0,6,2,550,2,1,1
46,0,1,6,0,2,0,0,0,1,75,1,1,0
30,9,2,6,0,0,0,0,7,0,307,2,1,0
32,0,2,6,0,0,0,0,3,4,76,2,1,0
55,5,1,0,0,2,2,0,8,3,78,1,0,0
55,5,1,0,0,1,1,1,1,0,245,3,1,1
38,11,1,7,0,2,2,0,1,4,60,4,1,0
38,0,1,6,0,2,0,1,4,2,197,1,1,0
31,1,2,0,0,0,0,1,4,2,550,3,1,1
27,8,2,6,0,0,0,0,0,0,227,1,0,1
42,9,2,6,0,2,0,0,1,2,213,1,1,0
31,0,2,6,0,2,0,0,7,2,239,2,1,0
43,0,2,6,0,0,0,0,7,4,97,1,1,0
55,5,1,0,0,2,0,1,8,2,138,4,1,0
55,5,0,0,1,0,0,1,4,0,75,4,1,0
35,0,1,6,0,2,0,1,6,1,155,1,1,0
39,1,2,0,1,2,0,0,3,2,36,5,1,0
30,1,1,2,0,2,2,0,6,1,231,1,1,0
33,0,1,6,0,2,0,1,9,2,217,2,1,0
40,1,1,7,1,0,0,0,6,0,265,1,0,0
42,1,1,1,0,0,0,1,6,1,266,3,1,0
55,11,1,7,0,2,0,0,9,4,234,1,0,1
47,9,1,7,1,2,0,0,7,0,57,2,0,0
39,4,2,6,0,0,0,0,6,2,122,2,1,0
36,4,1,6,0,2,0,0,3,2,350,2,1,0
37,4,1,6,0,2,2,0,7,1,176,2,1,0
34,1,2,3,0,2,0,0,7,3,257,1,1,0
42,0,1,6,1,2,0,1,4,2,160,2,1,0
51,1,1,3,0,0,0,0,3,1,110,1,1,0
38,0,2,7,1,0,0,1,4,3,550,2,1,0
27,6,1,5,0,0,0,1,7,4,550,1,1,1
53,2,0,6,0,0,0,1,3,4,383,2,1,0
43,4,1,6,0,2,0,1,6,0,339,4,1,0
36,0,1,6,1,0,0,0,3,3,97,1,1,0
40,3,1,0,0,0,0,1,4,1,286,1,1,0
33,0,2,6,0,2,0,0,7,4,101,2,0,0
36,9,1,7,0,0,0,1,6,3,105,2,1,0
26,8,2,7,0,0,0,0,3,3,165,2,2,1
40,2,1,2,1,2,2,1,6,3,246,3,1,0
35,0,1,5,0,2,0,0,6,1,76,2,2,0
48,1,1,5,0,0,0,0,3,2,36,5,1,0
36,7,1,1,1,2,0,0,6,1,102,5,0,0
55,3,0,0,0,0,0,1,1,3,90,3,0,0
54,9,0,5,0,0,0,1,6,3,182,1,1,0
47,0,1,6,0,2,0,1,4,3,50,2,1,0
42,4,1,3,0,0,0,0,7,2,59,2,1,0
28,9,2,6,1,0,0,1,3,3,38,3,1,0
26,9,0,5,0,2,0,0,0,0,107,1,0,0
31,4,1,6,0,0,0,0,1,1,154,4,1,0
46,1,1,1,1,2,0,1,6,4,196,2,1,0
55,5,1,3,0,2,0,0,8,2,201,5,2,0
52,7,0,3,1,2,0,0,7,1,550,1,1,0
32,9,1,6,0,0,2,0,1,2,550,4,1,1
29,0,1,6,0,2,0,0,6,3,212,1,1,0
55,9,0,5,0,0,0,0,3,3,143,1,1,0
37,9,1,5,0,2,0,0,7,2,63,2,0,0
36,4,1,2,0,2,2,0,6,4,438,1,1,0
34,9,0,6,0,2,0,0,7,0,526,1,1,0
50,2,1,6,0,2,0,0,7,1,92,1,1,0
26,0,1,7,0,0,0,1,4,4,490,2,1,0
31,6,1,6,0,2,0,0,7,1,332,1,1,0
28,0,2,6,0,2,0,0,5,2,370,1,2,0
34,4,1,6,0,1,1,0,5,3,57,4,1,0
