age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
28,blue-collar,single,high.school,no,no,no,telephone,jun,thu,550,1,nonexistent,no
50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,151,3,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,189,5,nonexistent,no
32,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,134,1,failure,no
55,retired,married,professional.course,no,yes,yes,cellular,jul,fri,550,1,nonexistent,no
40,unemployed,married,professional.course,no,yes,no,cellular,sep,fri,155,3,nonexistent,no
55,retired,married,university.degree,no,no,no,cellular,mar,wed,201,1,nonexistent,yes
34,admin.,married,high.school,no,no,no,cellular,may,tue,205,2,nonexistent,no
53,self-employed,married,university.degree,no,no,no,cellular,aug,fri,59,3,nonexistent,no
28,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,442,1,nonexistent,no
31,admin.,married,high.school,no,yes,no,telephone,may,tue,172,1,nonexistent,no
55,entrepreneur,divorced,high.school,no,unknown,unknown,cellular,jul,fri,360,5,nonexistent,no
38,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,159,1,failure,no
55,admin.,married,professional.course,no,yes,no,cellular,aug,fri,36,1,nonexistent,no
43,admin.,married,high.school,no,yes,no,telephone,jul,mon,132,5,nonexistent,no
40,admin.,married,university.degree,no,no,no,telephone,may,wed,73,1,nonexistent,no
50,admin.,divorced,basic.9y,no,no,no,cellular,jul,mon,250,5,nonexistent,no
34,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,285,5,nonexistent,yes
53,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,518,1,nonexistent,no
47,blue-collar,divorced,basic.4y,no,no,yes,telephone,may,fri,37,1,nonexistent,no
36,admin.,married,university.degree,no,yes,no,cellular,may,wed,241,2,nonexistent,no
39,admin.,married,high.school,unknown,no,yes,cellular,jul,thu,134,2,nonexistent,no
55,management,married,university.degree,unknown,no,no,telephone,may,fri,490,1,nonexistent,no
28,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,mon,173,2,nonexistent,no
42,management,married,high.school,no,yes,no,cellular,aug,tue,173,1,nonexistent,no
34,services,married,basic.6y,unknown,yes,no,telephone,may,tue,216,2,nonexistent,no
42,admin.,single,university.degree,no,unknown,unknown,telephone,jun,wed,36,2,nonexistent,no
52,retired,married,basic.4y,no,yes,no,telephone,may,thu,138,1,nonexistent,no
41,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,184,4,nonexistent,no
31,admin.,single,university.degree,no,no,yes,cellular,jun,tue,210,1,nonexistent,no
27,blue-collar,single,basic.6y,no,yes,no,cellular,jun,wed,334,3,nonexistent,no
34,technician,married,basic.9y,no,yes,no,cellular,nov,tue,66,1,failure,no
34,technician,divorced,unknown,no,yes,no,telephone,jul,thu,251,3,nonexistent,no
41,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,88,5,nonexistent,no
35,housemaid,divorced,basic.9y,no,yes,no,cellular,nov,wed,69,1,nonexistent,no
41,admin.,married,basic.9y,unknown,yes,no,telephone,may,thu,161,1,nonexistent,no
40,technician,married,high.school,no,no,no,cellular,nov,wed,231,4,nonexistent,no
29,services,single,high.school,no,no,no,telephone,may,thu,550,2,nonexistent,no
37,blue-collar,married,professional.course,no,no,yes,telephone,may,tue,118,1,nonexistent,no
48,admin.,married,university.degree,no,no,no,cellular,aug,tue,80,1,nonexistent,no
26,management,single,university.degree,no,yes,yes,cellular,jul,fri,114,5,nonexistent,no
40,admin.,married,professional.course,no,yes,no,cellular,nov,tue,271,5,nonexistent,no
53,admin.,married,basic.9y,no,no,no,telephone,may,mon,40,5,nonexistent,no
42,services,married,high.school,no,yes,no,cellular,may,mon,74,3,nonexistent,no
30,technician,divorced,university.degree,no,no,no,cellular,apr,mon,281,1,nonexistent,no
55,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,78,2,success,no
33,admin.,divorced,university.degree,no,no,no,cellular,may,wed,550,1,nonexistent,no
45,technician,single,professional.course,unknown,yes,no,telephone,jun,fri,293,3,nonexistent,no
47,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,147,2,nonexistent,no
36,management,married,university.degree,no,no,no,telephone,aug,mon,328,1,nonexistent,yes
45,technician,single,university.degree,no,no,no,cellular,may,fri,311,3,nonexistent,no
49,technician,married,unknown,no,no,no,cellular,apr,fri,119,3,nonexistent,no
26,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,178,1,nonexistent,no
45,admin.,divorced,university.degree,unknown,unknown,unknown,telephone,jun,fri,36,5,nonexistent,no
31,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,274,2,nonexistent,no
47,management,married,university.degree,no,yes,no,cellular,may,tue,469,2,failure,no
40,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri,504,2,nonexistent,no
54,retired,married,basic.9y,unknown,no,no,telephone,may,tue,371,2,nonexistent,no
31,entrepreneur,single,basic.6y,unknown,yes,yes,telephone,jun,fri,36,3,nonexistent,no
26,services,single,high.school,no,no,no,telephone,may,tue,72,3,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,255,5,nonexistent,no
26,housemaid,married,university.degree,no,no,no,telephone,may,tue,246,1,nonexistent,no
51,admin.,married,high.school,no,yes,no,cellular,nov,tue,280,2,nonexistent,no
44,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,122,2,nonexistent,no
52,management,married,university.degree,no,no,no,cellular,jul,wed,119,2,nonexistent,no
44,admin.,divorced,high.school,no,no,no,cellular,may,tue,214,1,nonexistent,no
45,services,married,high.school,no,no,no,telephone,may,tue,229,1,nonexistent,no
32,services,single,basic.9y,no,no,no,cellular,jul,wed,168,1,nonexistent,no
32,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,wed,285,1,nonexistent,no
26,technician,single,basic.9y,no,yes,no,cellular,may,fri,109,5,nonexistent,no
26,admin.,single,professional.course,no,yes,no,cellular,apr,mon,97,1,nonexistent,yes
39,admin.,married,university.degree,no,yes,no,cellular,aug,wed,550,4,nonexistent,yes
37,technician,married,professional.course,no,yes,no,cellular,nov,tue,238,3,nonexistent,no
35,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,317,2,failure,no
55,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,161,1,nonexistent,no
51,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,396,1,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,jul,fri,550,1,nonexistent,no
42,blue-collar,married,basic.9y,no,no,yes,telephone,jun,fri,213,2,nonexistent,no
42,entrepreneur,married,basic.6y,no,yes,yes,cellular,may,fri,158,3,failure,no
36,blue-collar,single,basic.9y,no,yes,yes,telephone,jun,thu,550,3,nonexistent,yes
34,self-employed,married,university.degree,no,yes,no,cellular,nov,mon,196,2,nonexistent,no
38,technician,married,professional.course,unknown,no,no,cellular,nov,wed,135,4,nonexistent,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,550,1,nonexistent,yes
39,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,57,4,failure,no
32,entrepreneur,married,high.school,unknown,yes,no,telephone,jun,thu,107,1,nonexistent,no
26,management,single,university.degree,no,yes,yes,cellular,may,thu,161,1,failure,no
30,management,married,university.degree,no,yes,no,cellular,oct,tue,550,2,nonexistent,yes
40,admin.,single,high.school,no,no,no,telephone,may,tue,64,1,nonexistent,no
34,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,136,2,nonexistent,no
39,self-employed,married,university.degree,no,no,no,cellular,nov,tue,115,2,nonexistent,no
55,technician,married,professional.course,no,no,no,cellular,aug,wed,378,4,nonexistent,no
29,management,single,university.degree,no,no,no,telephone,jun,tue,342,2,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,jul,fri,313,1,nonexistent,no
26,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,442,2,nonexistent,no
31,blue-collar,single,basic.4y,no,no,yes,cellular,nov,wed,125,2,nonexistent,no
26,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,84,5,nonexistent,no
37,management,married,university.degree,no,no,no,telephone,may,fri,214,4,nonexistent,no
36,services,married,high.school,no,yes,yes,cellular,jul,mon,185,5,nonexistent,no
43,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,227,4,nonexistent,no
55,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,58,3,nonexistent,no
39,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,378,3,nonexistent,no
31,blue-collar,single,high.school,no,yes,no,cellular,may,mon,126,2,failure,no
30,services,single,high.school,no,no,no,cellular,nov,thu,180,2,nonexistent,no
45,admin.,single,high.school,no,yes,no,cellular,may,tue,318,3,nonexistent,no
43,self-employed,single,professional.course,unknown,yes,yes,telephone,may,tue,94,1,nonexistent,no
30,services,single,high.school,no,yes,yes,cellular,may,mon,178,1,nonexistent,no
54,housemaid,divorced,basic.4y,no,yes,yes,cellular,jul,mon,78,3,nonexistent,no
48,blue-collar,married,high.school,no,no,no,telephone,may,fri,36,3,nonexistent,no
54,self-employed,married,university.degree,unknown,no,no,cellular,nov,fri,36,3,failure,no
31,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,245,2,nonexistent,no
35,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,79,5,nonexistent,no
39,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,414,1,nonexistent,no
38,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,mon,278,2,failure,no
26,admin.,married,high.school,no,no,no,cellular,jul,thu,269,1,nonexistent,no
26,admin.,single,high.school,no,yes,no,telephone,may,mon,195,2,nonexistent,no
46,services,married,high.school,unknown,yes,no,cellular,aug,thu,65,2,nonexistent,no
27,admin.,single,high.school,no,yes,no,telephone,jul,fri,41,1,nonexistent,no
48,admin.,married,university.degree,no,no,no,cellular,nov,fri,550,4,nonexistent,no
35,blue-collar,divorced,high.school,no,no,no,cellular,aug,thu,151,1,success,yes
32,housemaid,married,professional.course,no,yes,yes,cellular,aug,tue,291,1,nonexistent,no
30,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,212,2,nonexistent,no
31,technician,single,university.degree,no,no,no,cellular,may,mon,550,1,failure,yes
48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,106,2,nonexistent,no
35,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,513,2,nonexistent,yes
52,admin.,married,university.degree,no,no,yes,telephone,may,mon,134,2,nonexistent,no
55,technician,married,professional.course,no,yes,no,cellular,aug,thu,86,2,nonexistent,no
38,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,201,1,nonexistent,no
55,retired,married,high.school,unknown,yes,no,cellular,jul,fri,79,2,nonexistent,no
37,technician,married,professional.course,no,yes,no,cellular,nov,tue,252,2,nonexistent,no
44,entrepreneur,married,basic.4y,no,unknown,unknown,cellular,aug,mon,111,2,nonexistent,no
38,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,550,1,nonexistent,no
41,management,married,university.degree,no,no,no,cellular,may,thu,247,1,nonexistent,no
34,blue-collar,married,university.degree,no,no,yes,cellular,may,fri,208,4,nonexistent,no
54,retired,married,basic.4y,no,no,yes,cellular,oct,thu,164,2,nonexistent,yes
27,technician,single,professional.course,no,yes,no,cellular,jul,tue,131,2,nonexistent,no
31,admin.,married,high.school,no,no,no,telephone,may,thu,55,1,nonexistent,no
48,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,tue,106,1,nonexistent,no
51,admin.,married,high.school,no,no,no,cellular,aug,wed,301,2,nonexistent,no
37,technician,single,university.degree,no,no,no,cellular,jun,tue,550,1,failure,yes
35,admin.,married,university.degree,no,yes,yes,cellular,may,thu,36,5,nonexistent,no
32,admin.,married,university.degree,no,no,no,telephone,may,fri,178,2,nonexistent,no
30,admin.,married,university.degree,no,yes,no,cellular,aug,fri,183,1,nonexistent,no
32,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,201,4,nonexistent,no
28,admin.,single,university.degree,no,no,no,telephone,jun,mon,362,2,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,217,4,nonexistent,no
40,technician,married,professional.course,no,no,no,telephone,jun,fri,36,1,nonexistent,no
36,admin.,single,university.degree,no,yes,no,telephone,nov,thu,42,1,nonexistent,no
48,admin.,divorced,high.school,no,no,no,telephone,jun,wed,89,3,nonexistent,no
32,admin.,single,high.school,unknown,yes,no,cellular,jul,mon,141,2,nonexistent,no
36,management,married,university.degree,no,no,no,telephone,may,wed,90,1,nonexistent,no
30,admin.,single,high.school,no,no,no,telephone,may,thu,107,2,nonexistent,no
31,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,177,3,nonexistent,no
55,management,married,basic.6y,unknown,yes,no,cellular,may,fri,127,1,nonexistent,no
41,technician,married,professional.course,unknown,no,no,telephone,may,mon,105,3,nonexistent,no
47,technician,married,basic.9y,no,yes,no,telephone,jun,fri,503,2,nonexistent,no
55,management,married,university.degree,unknown,no,no,telephone,may,fri,472,1,nonexistent,no
26,services,single,high.school,no,no,no,cellular,may,thu,550,1,failure,no
48,technician,married,professional.course,no,no,no,cellular,apr,wed,95,1,failure,no
27,student,single,high.school,no,no,yes,cellular,nov,tue,326,1,nonexistent,no
33,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,134,1,nonexistent,no
26,blue-collar,single,basic.6y,unknown,no,no,telephone,may,fri,178,2,nonexistent,no
46,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,550,2,nonexistent,yes
50,management,married,university.degree,unknown,no,no,cellular,jul,thu,550,1,nonexistent,no
35,services,married,high.school,no,no,no,cellular,may,mon,297,4,nonexistent,no
37,technician,married,professional.course,unknown,yes,no,telephone,may,fri,312,3,nonexistent,no
38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,73,2,nonexistent,no
30,admin.,single,professional.course,no,yes,yes,cellular,jul,thu,36,5,nonexistent,no
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,331,1,failure,yes
30,technician,married,basic.9y,no,yes,no,cellular,may,fri,41,1,nonexistent,no
55,services,married,high.school,no,yes,no,cellular,may,mon,126,2,nonexistent,no
47,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,fri,44,1,nonexistent,no
32,services,single,high.school,no,no,yes,cellular,jul,thu,81,2,nonexistent,no
42,services,married,professional.course,no,yes,no,cellular,may,thu,103,2,failure,no
35,management,married,university.degree,no,no,no,telephone,nov,mon,550,1,failure,no
45,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,fri,36,5,nonexistent,no
31,admin.,single,university.degree,no,no,no,cellular,nov,thu,434,2,nonexistent,no
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,wed,388,4,nonexistent,no
39,entrepreneur,single,university.degree,no,yes,no,telephone,jun,wed,58,1,nonexistent,no
33,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,154,3,nonexistent,no
31,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,303,3,failure,no
49,technician,married,professional.course,unknown,no,no,cellular,aug,tue,162,1,nonexistent,no
40,admin.,single,basic.9y,no,no,no,cellular,jul,mon,550,1,nonexistent,no
55,retired,married,basic.6y,no,yes,no,telephone,apr,mon,172,1,nonexistent,no
55,retired,married,basic.4y,unknown,no,no,telephone,jun,thu,76,2,nonexistent,no
26,technician,single,university.degree,no,no,no,cellular,may,fri,382,1,nonexistent,yes
26,student,single,unknown,no,yes,no,cellular,may,thu,550,2,nonexistent,no
38,admin.,single,university.degree,no,yes,no,cellular,may,mon,182,2,nonexistent,no
30,self-employed,single,university.degree,no,no,no,cellular,nov,thu,385,1,nonexistent,no
39,services,divorced,high.school,no,yes,no,telephone,may,thu,550,2,nonexistent,no
38,admin.,divorced,high.school,no,yes,yes,cellular,jul,fri,164,4,nonexistent,no
29,technician,married,professional.course,no,yes,no,cellular,jul,wed,128,2,nonexistent,no
34,technician,married,professional.course,unknown,yes,no,cellular,jul,wed,64,4,nonexistent,no
52,technician,married,professional.course,no,yes,no,cellular,aug,thu,88,3,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,jul,mon,333,2,nonexistent,no
30,entrepreneur,single,university.degree,no,yes,yes,cellular,nov,tue,309,1,nonexistent,no
34,admin.,married,university.degree,no,no,no,cellular,jul,tue,145,2,nonexistent,no
32,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,240,3,nonexistent,no
51,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,41,1,nonexistent,no
31,services,single,high.school,unknown,yes,no,telephone,may,thu,102,3,nonexistent,no
49,management,married,high.school,no,no,no,cellular,nov,wed,550,1,nonexistent,no
36,admin.,single,university.degree,no,yes,yes,cellular,jul,thu,36,5,nonexistent,no
55,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,142,4,nonexistent,no
55,technician,married,university.degree,no,no,no,telephone,may,fri,435,1,nonexistent,no
55,management,married,unknown,no,yes,no,cellular,sep,thu,107,1,nonexistent,no
28,services,single,high.school,no,yes,no,cellular,jul,thu,550,1,success,yes
30,admin.,married,university.degree,no,yes,no,telephone,may,thu,196,2,nonexistent,no
55,management,married,high.school,no,yes,no,cellular,jul,thu,117,1,failure,no
40,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,355,1,nonexistent,yes
32,admin.,single,high.school,no,no,no,cellular,may,fri,550,5,nonexistent,no
34,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,278,1,nonexistent,no
47,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,thu,504,2,nonexistent,no
52,technician,married,professional.course,no,no,no,cellular,jun,mon,130,5,nonexistent,no
29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,254,3,success,yes
45,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,96,2,failure,no
38,technician,married,basic.9y,no,no,no,cellular,nov,mon,99,1,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,55,1,nonexistent,no
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,252,5,nonexistent,no
55,admin.,married,high.school,unknown,no,no,telephone,may,tue,36,3,nonexistent,no
29,services,divorced,high.school,no,yes,no,telephone,jun,fri,56,2,nonexistent,no
49,entrepreneur,married,university.degree,no,yes,no,cellular,nov,fri,36,2,nonexistent,no
50,self-employed,married,basic.4y,unknown,no,no,telephone,may,thu,36,1,nonexistent,no
47,technician,single,unknown,no,yes,yes,telephone,jul,tue,36,1,nonexistent,no
26,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,65,1,nonexistent,no
50,unemployed,married,basic.9y,unknown,no,yes,cellular,aug,wed,88,3,nonexistent,no
44,services,married,high.school,unknown,no,no,cellular,jul,thu,374,1,nonexistent,no
40,admin.,married,university.degree,no,no,no,cellular,aug,thu,262,4,nonexistent,no
42,technician,divorced,university.degree,no,yes,no,cellular,aug,tue,141,2,nonexistent,no
46,management,married,university.degree,no,yes,no,telephone,may,fri,258,5,nonexistent,no
49,blue-collar,married,high.school,no,no,no,cellular,aug,tue,193,2,nonexistent,no
51,management,married,university.degree,no,yes,no,cellular,jul,wed,96,1,nonexistent,no
38,technician,single,professional.course,no,yes,no,cellular,sep,thu,284,3,success,yes
38,admin.,married,university.degree,no,no,yes,telephone,nov,mon,337,3,nonexistent,no
55,housemaid,married,professional.course,no,no,no,cellular,may,mon,550,2,nonexistent,yes
36,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,thu,107,5,nonexistent,no
27,admin.,single,university.degree,no,yes,yes,cellular,may,mon,179,1,nonexistent,no
52,entrepreneur,married,high.school,no,yes,no,cellular,may,thu,69,1,failure,no
31,unemployed,single,university.degree,no,yes,no,cellular,mar,tue,180,1,success,yes
31,management,single,university.degree,no,no,no,cellular,aug,mon,413,1,nonexistent,no
55,blue-collar,married,basic.6y,unknown,no,no,cellular,may,wed,97,5,nonexistent,no
28,services,single,high.school,no,no,no,telephone,jun,wed,124,1,nonexistent,no
38,entrepreneur,married,university.degree,no,unknown,unknown,cellular,aug,fri,188,5,nonexistent,no
44,technician,single,professional.course,no,yes,no,cellular,jul,thu,408,5,nonexistent,no
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,303,1,nonexistent,no
55,admin.,married,high.school,no,yes,no,telephone,may,fri,188,1,nonexistent,no
27,admin.,single,high.school,no,no,no,cellular,jun,tue,421,2,nonexistent,yes
37,admin.,married,high.school,no,unknown,unknown,cellular,jul,thu,56,3,nonexistent,no
51,blue-collar,married,high.school,no,no,no,telephone,may,fri,147,1,nonexistent,no
49,unemployed,married,university.degree,no,no,no,cellular,apr,thu,171,1,failure,no
35,services,married,basic.6y,no,no,no,telephone,may,mon,70,5,nonexistent,no
47,self-employed,married,unknown,unknown,yes,no,telephone,may,fri,158,1,nonexistent,no
26,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,550,1,nonexistent,no
29,admin.,married,high.school,no,yes,no,cellular,may,thu,550,2,nonexistent,yes
40,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,245,4,nonexistent,no
55,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,86,3,nonexistent,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,180,5,nonexistent,no
30,technician,single,university.degree,no,yes,no,cellular,aug,mon,36,5,nonexistent,no
39,management,married,university.degree,no,no,no,cellular,nov,mon,71,1,failure,no
45,admin.,divorced,basic.6y,no,yes,no,telephone,may,thu,240,1,nonexistent,no
55,management,married,university.degree,no,no,yes,cellular,jul,wed,260,2,success,yes
45,admin.,married,university.degree,no,yes,no,telephone,jul,thu,91,1,nonexistent,no
45,services,married,basic.6y,no,no,no,cellular,may,tue,207,1,failure,no
32,admin.,married,university.degree,no,no,no,cellular,aug,mon,247,1,nonexistent,no
39,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,405,2,nonexistent,no
28,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,137,3,failure,no
36,housemaid,single,high.school,no,yes,no,cellular,jul,tue,257,5,nonexistent,no
43,admin.,divorced,basic.9y,no,no,no,telephone,may,mon,73,3,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,may,tue,536,1,failure,no
55,admin.,married,high.school,no,yes,yes,cellular,aug,wed,61,3,nonexistent,no
40,technician,single,professional.course,no,yes,no,cellular,apr,mon,430,1,nonexistent,no
26,student,single,unknown,no,yes,yes,cellular,apr,tue,47,2,nonexistent,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,222,1,nonexistent,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,152,3,nonexistent,no
54,admin.,married,university.degree,no,no,no,telephone,jun,wed,288,1,nonexistent,no
43,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,36,5,nonexistent,no
26,admin.,single,university.degree,no,no,yes,cellular,apr,mon,120,1,nonexistent,yes
55,unemployed,married,professional.course,unknown,yes,no,cellular,aug,thu,147,3,nonexistent,no
55,retired,married,unknown,no,yes,yes,cellular,sep,tue,167,1,failure,no
48,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,tue,88,2,nonexistent,no
41,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,488,1,nonexistent,yes
55,unknown,divorced,unknown,unknown,yes,no,cellular,nov,mon,263,1,failure,yes
31,management,single,university.degree,no,yes,no,cellular,nov,tue,129,2,nonexistent,no
31,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,46,1,nonexistent,no
52,retired,married,basic.4y,unknown,no,no,cellular,apr,thu,204,1,failure,no
27,admin.,single,high.school,unknown,no,no,cellular,jul,mon,550,2,nonexistent,yes
38,management,married,university.degree,no,yes,no,cellular,nov,thu,258,1,nonexistent,no
51,unemployed,married,high.school,no,unknown,unknown,telephone,sep,fri,228,1,failure,no
32,student,married,high.school,no,no,no,telephone,sep,wed,277,5,nonexistent,no
36,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,445,4,nonexistent,no
55,services,married,unknown,no,no,no,telephone,may,tue,360,1,nonexistent,no
32,technician,single,university.degree,no,no,no,cellular,apr,wed,87,1,nonexistent,no
26,blue-collar,single,unknown,unknown,unknown,unknown,cellular,jul,mon,47,2,nonexistent,no
38,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,180,2,failure,no
48,admin.,single,basic.4y,unknown,no,no,cellular,nov,wed,340,2,nonexistent,no
39,self-employed,married,high.school,no,yes,no,telephone,may,thu,175,5,nonexistent,no
37,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,304,5,failure,no
30,technician,married,high.school,no,yes,no,cellular,aug,tue,124,1,nonexistent,no
36,technician,single,unknown,no,no,no,cellular,nov,fri,158,1,nonexistent,no
37,self-employed,married,professional.course,unknown,yes,no,telephone,may,fri,78,5,nonexistent,no
39,retired,single,high.school,no,no,no,telephone,may,thu,109,4,nonexistent,no
28,blue-collar,divorced,basic.4y,no,no,no,telephone,jul,fri,327,1,nonexistent,no
49,technician,married,professional.course,no,yes,no,telephone,may,tue,340,1,nonexistent,no
35,technician,single,university.degree,no,yes,yes,cellular,aug,thu,36,1,nonexistent,no
48,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,295,2,nonexistent,no
52,admin.,married,basic.4y,no,yes,yes,cellular,nov,mon,102,3,nonexistent,no
43,admin.,married,high.school,no,yes,no,telephone,may,tue,360,5,nonexistent,no
32,management,single,university.degree,no,no,no,cellular,jun,tue,264,4,nonexistent,no
39,entrepreneur,divorced,basic.4y,no,no,no,cellular,jul,wed,174,1,nonexistent,no
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,163,2,nonexistent,no
42,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,121,1,nonexistent,no
37,services,single,high.school,no,yes,no,telephone,may,tue,227,5,nonexistent,no
27,admin.,single,professional.course,no,yes,yes,telephone,jun,fri,103,1,nonexistent,no
49,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,79,5,nonexistent,no
32,management,married,basic.6y,no,no,no,telephone,may,wed,150,1,nonexistent,no
55,retired,married,unknown,no,no,no,cellular,aug,fri,83,1,nonexistent,no
28,admin.,married,high.school,no,unknown,unknown,cellular,may,thu,430,4,nonexistent,no
42,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,77,1,nonexistent,no
32,technician,single,high.school,no,yes,yes,telephone,may,mon,123,2,nonexistent,no
29,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,337,2,nonexistent,no
30,services,married,high.school,no,no,no,telephone,may,fri,274,1,nonexistent,no
55,admin.,married,university.degree,no,yes,no,cellular,aug,tue,149,1,failure,yes
55,retired,divorced,professional.course,no,yes,no,cellular,apr,thu,550,1,failure,yes
26,student,single,professional.course,no,no,no,cellular,sep,wed,213,2,success,yes
55,technician,married,unknown,no,no,no,cellular,jul,fri,173,5,nonexistent,no
35,services,married,basic.9y,no,yes,no,cellular,apr,thu,150,1,nonexistent,no
26,self-employed,single,university.degree,no,yes,no,cellular,sep,mon,510,1,nonexistent,no
27,management,single,university.degree,no,yes,yes,cellular,jul,tue,76,2,nonexistent,no
30,admin.,married,university.degree,no,no,no,cellular,apr,thu,90,1,nonexistent,no
52,admin.,married,unknown,no,no,no,cellular,aug,tue,91,1,nonexistent,no
27,services,single,high.school,no,yes,no,cellular,may,thu,88,1,failure,no
55,entrepreneur,married,university.degree,no,yes,no,cellular,sep,thu,105,2,nonexistent,no
49,services,single,professional.course,no,yes,no,cellular,aug,tue,161,3,nonexistent,no
32,admin.,single,high.school,no,yes,no,cellular,may,thu,212,5,nonexistent,no
30,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,453,1,nonexistent,yes
